record_id,date,pharmacy_id,medicine_id,medicine_category,pharmacy_location_code,supplier_count,current_stock_level,avg_weekly_sales,reorder_quantity,lead_time_days,supplier_delay_frequency,price_change_rate,storage_capacity,previous_shortage_count,dos_per_patient,category_shortage_rate,stock_to_sales_ratio,demand_volatility,seasonal_demand_factor,num_patients,target_stockout
2386,2024-11-30,12,45,Painkiller,13,4,101,27,93,11,0.23,0.03,483,0,1.54,1.0,3.74,0.38,1.0,17,1
2387,2024-08-06,16,39,Diabetes,7,3,131,54,100,46,0.57,-0.01,234,0,0.71,1.0,2.43,0.55,1.0,24,1
2388,2024-02-19,100,6,Diabetes,11,1,120,44,100,1,0.73,0.17,373,0,1.12,1.0,2.73,0.45,1.0,17,1
2389,2024-09-21,92,23,Cardiology,10,2,42,20,52,13,0.45,-0.02,104,0,3.67,1.0,2.1,0.19,1.0,4,1
2390,2024-08-03,78,39,Painkiller,14,2,83,40,100,28,0.26,0.1,200,0,0.61,1.0,2.08,0.74,1.2,24,1
2391,2024-08-23,89,24,Antibiotic,20,2,225,53,100,2,0.64,-0.02,172,0,1.06,1.0,4.25,0.57,1.0,28,1
2392,2024-01-26,38,25,Antibiotic,20,3,105,43,100,85,0.28,-0.04,232,0,0.95,1.0,2.44,0.79,1.4,18,1
2393,2024-05-28,30,16,Antibiotic,10,4,87,56,100,29,0.35,-0.07,115,0,0.68,1.0,1.55,0.74,1.0,16,1
2394,2024-10-27,83,2,Oncology,19,3,80,5,20,5,0.58,0.15,224,0,5.33,1.0,16.0,0.17,1.0,21,1
2395,2024-08-27,55,24,Oncology,16,2,158,27,83,1,0.79,-0.03,333,0,2.28,1.0,5.85,0.87,1.0,18,1
2396,2024-02-01,43,43,Diabetes,2,1,0,9,23,80,0.75,0.19,199,0,0.0,1.0,0.0,0.44,1.0,25,1
2397,2024-04-19,37,30,Diabetes,12,1,83,34,80,70,0.71,0.03,303,0,0.66,1.0,2.44,0.3,1.0,26,1
2398,2024-05-29,78,33,Painkiller,20,1,52,42,100,2,0.7,0.1,454,0,0.46,1.0,1.24,0.46,1.0,19,1
2399,2024-03-19,35,43,Cardiology,17,1,91,22,83,56,0.49,0.01,397,0,1.52,1.0,4.14,0.31,1.0,19,1
2400,2024-09-05,25,16,Antibiotic,2,2,78,19,40,56,0.48,0.1,334,0,0.99,1.0,4.11,0.85,1.0,29,1
2401,2024-08-06,45,32,Oncology,6,1,17,38,76,10,0.18,-0.02,123,0,0.12,1.0,0.45,0.19,1.0,27,1
2402,2024-06-10,92,16,Painkiller,5,4,84,18,64,13,0.37,0.17,496,0,1.72,1.0,4.67,0.52,1.2,19,1
2403,2024-09-22,49,49,Cardiology,9,2,113,46,100,11,0.12,0.04,353,0,1.01,1.0,2.46,0.12,1.0,17,1
2404,2024-06-26,85,32,Oncology,4,2,141,20,45,39,0.8,-0.01,304,0,6.17,1.0,7.05,0.39,1.0,8,1
2405,2024-10-17,35,3,Cardiology,11,3,196,33,91,29,0.25,0.09,141,0,1.34,1.0,5.94,0.18,1.0,31,1
2406,2024-12-26,44,25,Diabetes,14,2,95,7,26,8,0.08,-0.0,118,0,4.13,1.0,13.57,0.85,1.0,23,1
2407,2024-03-02,34,18,Diabetes,4,1,70,27,83,49,0.71,0.11,497,0,0.76,1.0,2.59,0.72,1.0,24,1
2408,2024-08-03,84,4,Diabetes,20,2,111,55,100,6,0.56,0.14,127,0,0.47,1.0,2.02,0.33,1.0,30,1
2409,2024-05-31,24,26,Painkiller,20,1,24,37,77,64,0.9,-0.01,149,0,0.28,1.0,0.65,0.3,1.0,16,1
2410,2024-04-16,69,44,Diabetes,18,2,207,20,49,4,0.4,0.19,448,0,3.81,1.0,10.35,0.84,1.0,19,1
2411,2024-07-06,27,23,Cardiology,6,1,143,29,71,21,0.72,0.17,195,0,2.66,1.0,4.93,0.34,1.0,13,1
2412,2024-03-10,40,27,Antibiotic,9,4,147,37,100,22,0.0,0.09,255,0,2.78,1.0,3.97,0.59,1.2,10,1
2413,2024-12-03,65,23,Diabetes,14,3,110,5,20,77,0.4,0.18,210,0,7.0,1.0,22.0,0.28,1.0,22,0
2414,2024-12-22,75,46,Oncology,18,2,113,27,69,46,0.56,-0.02,194,1,1.72,1.0,4.19,0.46,1.0,17,1
2415,2024-12-15,16,8,Cardiology,14,2,137,64,100,12,0.42,0.04,161,0,0.54,1.0,2.14,0.36,1.0,28,1
2416,2024-06-04,24,27,Oncology,20,1,51,44,100,36,0.92,0.11,434,0,0.31,1.0,1.16,0.8,1.0,26,1
2417,2024-11-11,100,31,Cardiology,15,1,65,30,81,13,0.87,0.03,411,0,1.69,1.0,2.17,0.41,1.0,9,1
2418,2024-10-29,68,5,Painkiller,17,3,0,29,91,6,0.7,0.07,209,0,0.0,1.0,0.0,0.18,1.0,28,1
2419,2024-11-30,16,38,Painkiller,9,2,91,29,100,21,0.69,-0.0,284,0,2.0,1.0,3.14,0.1,1.0,11,1
2420,2024-12-01,68,9,Antibiotic,7,4,180,69,100,9,0.2,0.08,399,0,1.3,1.0,2.61,0.9,1.4,14,1
2421,2024-10-03,86,38,Oncology,18,4,62,7,20,36,0.17,0.17,169,0,3.88,1.0,8.86,0.45,1.0,16,1
2422,2024-08-19,50,24,Cardiology,7,2,121,49,100,4,0.61,0.0,257,0,1.44,1.0,2.47,0.34,1.0,12,1
2423,2024-10-30,51,35,Cardiology,20,3,89,42,100,12,0.4,-0.03,197,0,0.67,1.0,2.12,0.32,1.0,22,1
2424,2024-05-27,66,42,Painkiller,11,2,139,53,100,15,0.72,0.17,129,0,1.84,1.0,2.62,0.35,1.0,10,1
2425,2024-05-21,54,19,Cardiology,15,3,18,27,55,65,0.51,0.01,408,0,0.17,1.0,0.67,0.72,1.0,28,1
2426,2024-06-20,22,22,Antibiotic,7,3,68,10,20,9,0.54,0.03,172,0,2.07,1.0,6.8,0.22,1.0,23,1
2427,2024-08-12,17,36,Oncology,7,4,44,30,100,7,0.45,0.04,422,0,0.47,1.0,1.47,0.41,1.0,22,1
2428,2024-03-27,60,50,Oncology,18,2,47,15,39,63,0.45,0.17,488,0,1.29,1.0,3.13,0.8,1.0,17,1
2429,2024-12-10,95,31,Cardiology,16,2,161,34,100,28,0.65,-0.01,165,0,6.63,1.0,4.74,0.23,1.0,5,1
2430,2024-10-14,34,32,Painkiller,13,3,49,64,100,57,0.31,-0.03,108,0,0.3,1.0,0.77,0.6,1.0,18,1
2431,2024-09-16,98,4,Diabetes,13,2,223,26,80,13,0.72,-0.07,409,0,2.5,1.0,8.58,0.46,1.0,24,1
2432,2024-08-24,58,41,Painkiller,17,3,121,54,100,6,0.39,0.17,416,0,0.49,1.0,2.24,0.88,1.2,32,1
2433,2024-11-30,64,14,Antibiotic,8,3,68,63,100,41,0.52,0.14,465,0,0.27,1.0,1.08,0.35,1.2,28,1
2434,2024-05-29,26,19,Oncology,20,1,121,40,100,45,0.82,0.09,399,0,0.88,1.0,3.02,0.36,1.0,24,1
2435,2024-10-11,19,15,Painkiller,14,3,46,41,100,19,0.4,0.08,315,0,1.57,1.0,1.12,0.18,1.0,5,1
2436,2024-02-08,70,2,Diabetes,13,3,134,13,44,1,0.41,0.18,176,0,2.89,1.0,10.31,0.8,1.0,25,1
2437,2024-04-25,68,16,Cardiology,20,1,87,35,87,15,0.53,0.02,327,0,1.16,1.0,2.49,0.38,1.0,15,1
2438,2024-05-21,65,13,Painkiller,3,2,88,42,97,5,0.2,-0.03,491,0,1.13,1.0,2.1,0.53,1.0,13,1
2439,2024-05-02,18,47,Diabetes,12,1,70,21,58,14,0.89,0.18,196,0,1.56,1.0,3.33,0.86,1.0,15,1
2440,2024-03-26,48,6,Antibiotic,11,2,127,26,98,11,0.72,0.09,275,0,1.49,1.0,4.88,0.66,1.2,23,1
2441,2024-01-25,22,30,Oncology,12,2,54,11,40,36,0.61,-0.05,435,0,1.81,1.0,4.91,0.15,1.0,19,1
2442,2024-12-21,46,30,Painkiller,16,3,158,51,100,80,0.23,0.1,121,0,1.36,1.0,3.1,0.77,1.0,16,1
2443,2024-08-04,84,34,Antibiotic,1,1,57,39,83,9,0.79,-0.04,316,1,0.39,1.0,1.46,0.76,1.0,26,1
2444,2024-03-26,100,25,Antibiotic,11,1,87,65,100,2,0.38,0.04,158,0,0.41,1.0,1.34,0.28,1.2,23,1
2445,2024-12-04,44,35,Diabetes,1,2,26,71,100,72,0.5,0.03,290,1,0.09,1.0,0.37,0.17,1.0,27,1
2446,2024-06-03,75,12,Painkiller,16,1,86,74,100,2,0.74,0.16,210,0,0.34,1.0,1.16,0.49,1.2,24,1
2447,2024-08-13,73,11,Cardiology,1,2,75,24,48,8,0.17,0.1,381,0,0.64,1.0,3.12,0.23,1.0,34,1
2448,2024-10-11,50,13,Cardiology,14,2,92,17,41,1,0.95,0.04,408,0,2.53,1.0,5.41,0.83,1.0,15,1
2449,2024-09-16,78,42,Antibiotic,12,3,43,16,48,6,0.35,0.15,491,0,2.69,1.0,2.69,0.36,1.0,7,1
2450,2024-03-05,13,32,Antibiotic,4,3,93,39,100,46,0.49,0.08,313,0,0.54,1.0,2.38,0.31,1.2,31,1
2451,2024-12-21,18,20,Antibiotic,1,3,81,58,100,2,0.48,-0.02,283,0,0.7,1.0,1.4,0.25,1.4,14,1
2452,2024-08-01,21,28,Cardiology,3,2,37,23,87,68,0.55,0.05,108,0,0.75,1.0,1.61,0.84,1.0,15,1
2453,2024-01-22,28,35,Cardiology,5,1,25,42,100,37,0.94,0.05,458,0,0.17,1.0,0.6,0.7,1.0,24,1
2454,2024-04-28,69,25,Cardiology,12,2,150,44,94,1,0.49,0.01,194,0,0.66,1.0,3.41,0.25,1.0,36,1
2455,2024-08-29,85,36,Oncology,9,2,35,17,52,20,0.74,0.13,274,0,1.44,1.0,2.06,0.54,1.0,10,1
2456,2024-10-15,42,11,Antibiotic,18,4,121,46,100,10,0.08,-0.02,488,0,0.77,1.0,2.63,0.76,1.0,24,1
2457,2024-04-06,63,25,Antibiotic,20,4,115,50,100,13,0.02,0.09,341,0,0.52,1.0,2.3,0.17,1.2,31,1
2458,2024-04-01,76,24,Diabetes,8,1,104,35,92,20,0.71,-0.08,229,0,1.09,1.0,2.97,0.55,1.0,19,1
2459,2024-06-15,43,50,Antibiotic,8,4,51,52,100,29,0.23,0.01,451,1,0.24,1.0,0.98,0.81,1.0,29,1
2460,2024-12-13,12,27,Antibiotic,4,2,113,55,100,3,0.45,-0.1,262,0,0.68,1.0,2.05,0.63,1.4,21,1
2461,2024-04-12,73,27,Antibiotic,9,1,120,43,100,11,1.0,0.04,481,0,0.78,1.0,2.79,0.45,1.2,25,1
2462,2024-08-11,36,23,Oncology,16,4,71,30,100,65,0.44,-0.1,441,0,1.18,1.0,2.37,0.76,1.0,14,1
2463,2024-04-19,58,40,Antibiotic,5,2,41,22,77,7,0.87,-0.02,205,0,0.72,1.0,1.86,0.3,1.2,18,1
2464,2024-12-26,74,44,Oncology,14,4,166,32,100,72,0.04,0.09,275,0,1.3,1.0,5.19,0.76,1.0,28,1
2465,2024-07-17,38,47,Antibiotic,15,4,76,45,100,3,0.54,0.06,328,0,0.49,1.0,1.69,0.13,1.0,24,1
2466,2024-07-03,74,39,Antibiotic,16,3,103,53,100,57,0.37,0.16,268,0,2.27,1.0,1.94,0.31,1.0,6,1
2467,2024-08-02,9,24,Diabetes,15,1,109,58,100,86,0.63,0.1,494,0,1.2,1.0,1.88,0.7,1.0,11,1
2468,2024-12-14,89,8,Antibiotic,10,3,124,59,100,5,0.26,0.16,239,0,0.7,1.0,2.1,0.17,1.4,21,1
2469,2024-01-26,77,30,Oncology,6,3,124,42,100,6,0.35,0.04,207,0,1.22,1.0,2.95,0.18,1.0,17,1
2470,2024-03-06,17,27,Painkiller,12,2,105,21,77,37,0.51,0.02,383,0,2.92,1.0,5.0,0.87,1.0,12,1
2471,2024-12-12,26,38,Painkiller,2,4,99,46,100,7,0.26,-0.07,437,0,0.47,1.0,2.15,0.57,1.0,32,1
2472,2024-11-12,28,41,Cardiology,11,3,133,11,27,1,0.0,0.08,118,0,4.23,1.0,12.09,0.72,1.0,20,1
2473,2024-11-17,15,24,Cardiology,13,1,0,38,100,1,0.49,0.09,156,2,0.0,1.0,0.0,0.66,1.0,36,1
2474,2024-09-29,85,25,Antibiotic,12,2,206,30,80,4,0.84,0.01,342,0,1.92,1.0,6.87,0.23,1.0,25,1
2475,2024-11-13,5,30,Painkiller,4,1,46,24,95,6,0.69,-0.1,344,0,0.64,1.0,1.92,0.42,1.0,21,1
2476,2024-02-03,19,31,Oncology,8,3,198,29,78,4,0.46,0.11,119,0,3.98,1.0,6.83,0.18,1.0,12,1
2477,2024-12-22,37,42,Cardiology,12,1,88,44,91,64,0.83,0.04,273,0,0.5,1.0,2.0,0.29,1.0,28,1
2478,2024-07-27,92,29,Antibiotic,16,4,127,41,100,8,0.25,0.08,194,0,1.08,1.0,3.1,0.65,1.0,20,1
2479,2024-02-23,20,50,Oncology,3,3,110,31,100,13,0.44,0.11,230,0,1.91,1.0,3.55,0.82,1.0,13,1
2480,2024-11-01,70,17,Antibiotic,9,2,115,56,100,9,0.61,0.06,372,0,0.53,1.0,2.05,0.56,1.2,27,1
2481,2024-06-14,38,22,Oncology,1,1,174,25,67,9,0.49,0.09,391,0,2.32,1.0,6.96,0.53,1.0,21,1
2482,2024-04-26,30,12,Cardiology,6,2,103,31,73,11,0.73,0.2,211,0,2.11,1.0,3.32,0.88,1.0,11,1
2483,2024-11-12,59,15,Cardiology,5,4,129,25,89,14,0.2,-0.02,209,0,1.13,1.0,5.16,0.27,1.0,32,1
2484,2024-10-23,79,13,Antibiotic,18,4,182,46,100,13,0.34,0.07,263,0,0.92,1.0,3.96,0.67,1.0,30,1
2485,2024-04-01,62,34,Painkiller,8,4,102,55,100,2,0.4,0.09,388,0,0.39,1.0,1.85,0.54,1.0,33,1
2486,2024-09-05,3,2,Diabetes,16,2,105,38,100,6,0.58,-0.05,445,0,0.74,1.0,2.76,0.14,1.0,26,1
2487,2024-03-16,67,43,Antibiotic,20,2,173,52,100,32,0.66,-0.03,164,0,1.11,1.0,3.33,0.65,1.2,21,1
2488,2024-12-08,42,15,Diabetes,11,3,26,40,82,39,0.29,0.17,169,0,0.22,1.0,0.65,0.84,1.0,21,1
2489,2024-11-13,30,30,Painkiller,18,1,139,25,73,1,0.75,0.14,274,0,1.44,1.0,5.56,0.57,1.0,27,1
2490,2024-05-21,38,18,Painkiller,16,2,157,44,100,6,0.53,0.09,326,0,0.93,1.0,3.57,0.42,1.0,27,0
2491,2024-09-16,33,21,Cardiology,8,2,171,28,72,3,0.83,-0.07,224,2,1.34,1.0,6.11,0.39,1.0,32,1
2492,2024-05-17,16,37,Diabetes,10,4,97,27,62,7,0.26,0.14,381,0,1.26,1.0,3.59,0.43,1.0,20,1
2493,2024-08-16,15,47,Painkiller,16,3,125,28,83,10,0.18,0.01,246,0,2.4,1.0,4.46,0.3,1.2,13,0
2494,2024-02-26,10,5,Diabetes,15,2,134,16,42,15,0.79,0.05,371,0,5.33,1.0,8.38,0.35,1.0,11,1
2495,2024-05-03,73,18,Diabetes,19,1,81,23,82,5,0.9,0.06,294,0,2.47,1.0,3.52,0.11,1.0,10,1
2496,2024-07-19,49,48,Antibiotic,6,3,163,32,74,1,0.27,0.07,117,0,1.98,1.0,5.09,0.89,1.0,18,1
2497,2024-04-01,88,38,Antibiotic,17,3,60,31,100,14,0.06,0.15,482,0,0.5,1.0,1.94,0.89,1.2,27,1
2498,2024-03-20,22,41,Cardiology,9,2,76,22,82,3,0.37,-0.05,275,0,2.2,1.0,3.45,0.67,1.0,11,1
2499,2024-11-18,69,21,Cardiology,12,3,91,29,71,15,0.28,0.13,215,0,1.37,1.0,3.14,0.11,1.0,16,1
2500,2024-10-11,6,25,Diabetes,5,1,122,41,96,14,0.79,0.04,115,0,0.91,1.0,2.98,0.22,1.0,23,1
2501,2024-10-22,94,23,Oncology,11,2,42,33,84,7,0.45,0.2,380,1,0.45,1.0,1.27,0.41,1.0,20,1
2502,2024-08-28,31,40,Diabetes,15,1,25,26,95,8,0.77,0.1,356,0,0.67,1.0,0.96,0.41,1.0,10,1
2503,2024-12-03,52,2,Diabetes,13,2,51,54,100,5,0.45,0.12,226,1,0.28,1.0,0.94,0.2,1.0,24,1
2504,2024-06-12,32,11,Oncology,1,2,229,11,40,1,0.8,-0.0,130,0,8.57,1.0,20.82,0.39,1.0,17,1
2505,2024-09-27,46,1,Oncology,1,2,131,38,90,7,0.64,0.06,303,0,0.89,1.0,3.45,0.66,1.0,27,1
2506,2024-06-24,75,26,Diabetes,15,3,72,29,63,8,0.05,0.13,100,0,0.62,1.0,2.48,0.64,1.0,28,1
2507,2024-03-15,92,37,Antibiotic,13,3,144,41,100,2,0.45,0.15,418,0,1.17,1.0,3.51,0.13,1.2,21,1
2508,2024-06-26,81,49,Painkiller,3,2,46,74,100,12,0.55,0.06,294,0,0.21,1.0,0.62,0.69,1.2,21,1
2509,2024-07-09,64,5,Painkiller,5,3,89,50,100,47,0.64,0.09,446,0,1.13,1.0,1.78,0.72,1.2,11,1
2510,2024-05-10,61,19,Painkiller,6,2,102,29,59,1,0.76,-0.03,380,0,1.54,1.0,3.52,0.57,1.0,16,1
2511,2024-11-04,85,28,Oncology,9,3,71,18,43,6,0.13,0.04,470,0,3.45,1.0,3.94,0.47,1.0,8,1
2512,2024-05-29,83,12,Oncology,6,3,9,22,56,72,0.57,-0.03,322,0,0.15,1.0,0.41,0.72,1.0,19,1
2513,2024-10-25,96,3,Diabetes,10,4,0,57,100,37,0.51,0.02,170,1,0.0,1.0,0.0,0.24,1.0,23,1
2514,2024-04-12,65,34,Antibiotic,6,2,44,26,92,4,0.93,0.07,405,1,0.44,1.0,1.69,0.66,1.2,27,1
2515,2024-08-01,24,24,Painkiller,14,2,116,28,100,10,0.43,-0.01,155,0,1.53,1.0,4.14,0.16,1.2,19,0
2516,2024-02-22,43,38,Diabetes,12,1,58,27,65,10,0.73,0.06,308,0,0.88,1.0,2.15,0.1,1.0,17,1
2517,2024-12-22,44,35,Antibiotic,9,2,31,46,100,14,0.47,0.09,495,1,0.22,1.0,0.67,0.25,1.4,21,1
2518,2024-11-24,60,1,Painkiller,5,1,32,44,100,1,0.65,-0.01,336,0,0.57,1.0,0.73,0.74,1.0,9,1
2519,2024-08-16,38,37,Oncology,19,2,133,14,35,70,0.66,-0.07,342,0,4.16,1.0,9.5,0.75,1.0,16,1
2520,2024-06-26,17,48,Oncology,4,2,121,14,47,1,0.57,0.04,174,0,3.02,1.0,8.64,0.37,1.0,20,1
2521,2024-02-16,74,37,Antibiotic,1,1,68,57,100,30,0.23,0.07,304,0,0.32,1.0,1.19,0.19,1.4,26,1
2522,2024-05-10,87,1,Oncology,9,2,70,37,84,53,0.39,0.03,372,0,1.2,1.0,1.89,0.58,1.0,11,1
2523,2024-11-07,94,46,Antibiotic,17,1,190,33,90,4,0.77,0.13,209,0,2.24,1.0,5.76,0.22,1.2,18,1
2524,2024-04-10,48,18,Painkiller,16,3,102,25,80,6,0.36,0.08,213,0,2.86,1.0,4.08,0.88,1.0,10,1
2525,2024-01-07,4,10,Diabetes,1,4,5,39,100,51,0.15,0.03,417,0,0.05,1.0,0.13,0.75,1.0,19,1
2526,2024-08-22,49,18,Painkiller,5,4,181,54,100,11,0.02,0.12,299,0,1.07,1.0,3.35,0.2,1.2,22,1
2527,2024-10-06,39,28,Diabetes,3,1,78,51,100,13,0.85,-0.01,404,0,0.41,1.0,1.53,0.32,1.0,26,1
2528,2024-09-29,62,20,Oncology,18,3,112,49,100,2,0.38,-0.1,254,0,0.73,1.0,2.29,0.23,1.0,22,1
2529,2024-10-05,5,14,Diabetes,14,2,96,67,100,80,0.63,-0.06,355,0,0.36,1.0,1.43,0.22,1.0,28,1
2530,2024-05-26,80,26,Oncology,13,3,94,14,41,24,0.28,0.05,424,0,2.76,1.0,6.71,0.58,1.0,17,1
2531,2024-01-12,54,40,Oncology,3,2,119,30,88,6,0.01,0.12,388,0,0.96,1.0,3.97,0.71,1.0,29,1
2532,2024-01-01,68,37,Antibiotic,9,1,179,63,100,11,0.67,0.15,260,0,1.42,1.0,2.84,0.83,1.4,14,1
2533,2024-07-08,82,17,Antibiotic,2,2,119,48,100,7,0.55,-0.06,165,0,0.87,1.0,2.48,0.23,1.0,20,1
2534,2024-08-06,92,17,Painkiller,5,2,0,63,100,1,0.78,-0.1,102,1,0.0,1.0,0.0,0.79,1.2,30,1
2535,2024-02-22,33,8,Antibiotic,14,2,63,28,100,15,0.34,0.13,259,0,0.68,1.0,2.25,0.8,1.4,23,1
2536,2024-12-12,22,44,Diabetes,20,3,124,20,55,15,0.23,0.1,132,0,2.89,1.0,6.2,0.82,1.0,15,1
2537,2024-12-10,2,46,Antibiotic,17,4,41,72,100,4,0.23,0.14,220,0,0.2,1.0,0.57,0.75,1.4,20,1
2538,2024-11-03,9,26,Painkiller,13,2,152,27,63,15,0.53,0.05,182,0,2.19,1.0,5.63,0.34,1.0,18,1
2539,2024-01-13,76,34,Cardiology,13,3,118,30,100,14,0.58,0.04,168,0,1.25,1.0,3.93,0.59,1.0,22,1
2540,2024-01-13,80,29,Diabetes,11,2,125,13,31,10,0.52,0.09,432,0,3.74,1.0,9.62,0.42,1.0,18,1
2541,2024-05-15,78,2,Oncology,18,1,17,7,20,5,0.94,0.18,190,0,0.77,1.0,2.43,0.64,1.0,22,1
2542,2024-06-23,84,17,Diabetes,17,2,45,48,100,88,0.81,0.07,184,0,0.33,1.0,0.94,0.1,1.0,20,1
2543,2024-07-14,24,20,Antibiotic,12,2,114,34,100,9,0.62,-0.01,106,0,2.13,1.0,3.35,0.47,1.0,11,1
2544,2024-12-26,64,3,Antibiotic,4,3,83,25,68,10,0.27,0.02,282,0,1.66,1.0,3.32,0.11,1.4,14,1
2545,2024-12-02,63,5,Cardiology,14,2,87,37,100,12,0.68,0.09,496,0,0.59,1.0,2.35,0.68,1.0,28,1
2546,2024-02-19,94,5,Oncology,10,2,87,25,89,9,0.92,-0.04,110,0,1.43,1.0,3.48,0.42,1.0,17,1
2547,2024-07-06,48,12,Antibiotic,1,1,74,28,100,71,1.0,0.02,343,1,0.88,1.0,2.64,0.52,1.0,21,1
2548,2024-05-16,62,50,Painkiller,16,4,72,51,100,1,0.06,-0.01,391,0,0.41,1.0,1.41,0.49,1.0,24,1
2549,2024-02-20,21,35,Oncology,19,2,94,23,87,12,0.54,0.1,224,0,0.92,1.0,4.09,0.46,1.0,31,1
2550,2024-08-15,60,49,Antibiotic,10,3,21,59,100,78,0.71,0.01,384,0,0.13,1.0,0.36,0.9,1.0,19,1
2551,2024-10-27,27,23,Painkiller,1,1,124,38,76,10,0.45,0.06,154,1,0.99,1.0,3.26,0.21,1.0,23,1
2552,2024-09-07,29,10,Painkiller,1,4,97,67,100,4,0.24,0.04,482,0,0.46,1.0,1.45,0.37,1.0,22,1
2553,2024-08-05,24,38,Oncology,11,1,85,26,89,3,0.38,-0.05,378,0,1.04,1.0,3.27,0.86,1.0,22,1
2554,2024-09-05,2,44,Oncology,16,2,142,43,100,8,0.58,0.11,165,0,1.22,1.0,3.3,0.19,1.0,19,1
2555,2024-11-01,65,40,Antibiotic,5,3,109,46,100,1,0.59,-0.04,299,1,0.92,1.0,2.37,0.17,1.2,18,1
2556,2024-04-20,23,39,Diabetes,1,2,73,30,100,1,0.59,0.04,179,1,17.03,1.0,2.43,0.7,1.0,1,1
2557,2024-05-24,45,24,Cardiology,18,4,133,50,100,11,0.15,0.06,222,0,0.93,1.0,2.66,0.44,1.0,20,1
2558,2024-01-01,90,32,Cardiology,18,1,162,28,70,10,1.0,-0.08,354,0,2.38,1.0,5.79,0.59,1.0,17,1
2559,2024-02-21,78,30,Antibiotic,16,1,64,54,100,11,1.0,0.07,458,0,0.32,1.0,1.19,0.32,1.4,26,1
2560,2024-11-24,49,33,Oncology,19,3,133,25,51,55,0.31,0.04,143,0,2.86,1.0,5.32,0.27,1.0,13,1
2561,2024-09-08,5,43,Oncology,5,3,66,49,100,14,0.44,-0.05,397,0,0.43,1.0,1.35,0.46,1.0,22,1
2562,2024-05-25,42,49,Painkiller,16,3,112,23,82,62,0.33,0.08,199,0,1.62,1.0,4.87,0.2,1.0,21,0
2563,2024-03-10,88,49,Oncology,10,2,33,17,58,2,0.76,0.06,427,1,0.47,1.0,1.94,0.33,1.0,29,1
2564,2024-08-22,52,40,Antibiotic,1,3,126,5,20,70,0.18,-0.04,455,0,17.64,1.0,25.2,0.68,1.0,10,1
2565,2024-01-28,24,43,Oncology,10,2,53,14,33,15,0.67,0.18,432,0,1.77,1.0,3.79,0.6,1.0,15,1
2566,2024-11-08,19,32,Oncology,5,2,190,7,20,6,0.38,0.07,433,0,11.88,1.0,27.14,0.63,1.0,16,1
2567,2024-12-28,51,17,Cardiology,18,1,111,64,100,52,0.69,-0.06,227,0,0.55,1.0,1.73,0.52,1.0,22,1
2568,2024-12-03,96,10,Antibiotic,6,1,126,75,100,11,1.0,0.03,204,0,0.53,1.0,1.68,0.83,1.4,22,1
2569,2024-12-14,54,41,Painkiller,14,3,130,64,100,14,0.3,-0.01,490,0,1.02,1.0,2.03,0.66,1.0,14,1
2570,2024-06-24,97,12,Painkiller,17,2,173,44,100,7,0.61,0.19,359,0,1.31,1.0,3.93,0.16,1.2,21,0
2571,2024-09-13,84,26,Cardiology,5,1,15,38,100,15,0.71,-0.03,392,0,0.15,1.0,0.39,0.42,1.0,19,1
2572,2024-07-26,96,10,Cardiology,3,1,106,44,100,2,0.45,-0.03,146,0,0.94,1.0,2.41,0.48,1.0,18,1
2573,2024-12-17,29,42,Oncology,13,3,70,48,100,8,0.59,-0.1,437,0,1.02,1.0,1.46,0.69,1.0,10,1
2574,2024-02-17,30,29,Diabetes,10,1,42,24,59,14,0.92,0.04,411,0,0.64,1.0,1.75,0.17,1.0,19,1
2575,2024-12-26,49,31,Painkiller,8,2,159,24,71,3,0.66,0.04,444,0,2.11,1.0,6.62,0.18,1.0,22,1
2576,2024-06-01,87,50,Painkiller,10,2,88,52,100,10,0.95,0.05,374,0,0.3,1.0,1.69,0.31,1.2,40,1
2577,2024-03-13,51,43,Diabetes,8,1,110,31,74,7,0.97,-0.1,350,0,0.99,1.0,3.55,0.69,1.0,25,1
2578,2024-08-10,87,23,Oncology,13,1,135,46,100,15,0.71,-0.01,104,0,2.93,1.0,2.93,0.26,1.0,7,1
2579,2024-05-23,80,17,Diabetes,3,3,4,13,35,20,0.28,0.12,413,0,0.09,1.0,0.31,0.62,1.0,23,1
2580,2024-03-17,49,23,Diabetes,16,4,81,48,100,11,0.28,-0.01,269,0,0.47,1.0,1.69,0.2,1.0,25,1
2581,2024-03-27,55,2,Antibiotic,4,3,81,35,79,1,0.65,0.12,254,0,0.68,1.0,2.31,0.43,1.2,24,1
2582,2024-07-02,85,8,Painkiller,17,3,102,48,100,10,0.48,0.09,259,0,0.74,1.0,2.12,0.48,1.2,20,1
2583,2024-05-27,48,34,Painkiller,2,1,65,34,98,4,1.0,0.05,409,0,1.03,1.0,1.91,0.26,1.0,13,1
2584,2024-08-08,96,26,Oncology,7,1,2,27,55,19,0.58,0.14,206,1,0.02,1.0,0.07,0.34,1.0,25,1
2585,2024-12-20,52,17,Antibiotic,5,3,58,60,100,2,0.79,0.04,274,1,0.26,1.0,0.97,0.77,1.4,26,1
2586,2024-11-05,98,1,Cardiology,3,1,117,41,100,34,0.77,0.15,245,0,0.8,1.0,2.85,0.62,1.0,25,1
2587,2024-12-12,52,24,Cardiology,2,4,66,38,100,12,0.49,-0.01,238,0,0.58,1.0,1.74,0.69,1.0,21,1
